,open,high,low,close,results
2015-10-21,1.13606,1.13775,1.13297,1.13478,2
2015-10-22,1.13478,1.13479,1.1071799999999998,1.11162,2
2015-10-23,1.1115700000000002,1.11396,1.09966,1.10169,0
2015-10-25,1.09994,1.10389,1.09994,1.10379,2
2015-10-26,1.10378,1.10692,1.1004,1.10678,2
2015-10-27,1.10679,1.10785,1.1025200000000002,1.10311,2
2015-10-28,1.10312,1.1095700000000002,1.08967,1.09245,1
2015-10-29,1.09245,1.09978,1.09165,1.09687,2
2015-10-30,1.09685,1.10726,1.09654,1.10041,2
2015-11-01,1.10338,1.10376,1.10177,1.10292,2
2015-11-02,1.10292,1.10525,1.10004,1.1018,2
2015-11-03,1.10179,1.10299,1.09363,1.09496,2
2015-11-04,1.09496,1.09577,1.08439,1.08706,2
2015-11-05,1.08704,1.08974,1.08336,1.08827,2
2015-11-06,1.08825,1.08853,1.07063,1.07367,0
2015-11-08,1.07285,1.07712,1.0719299999999998,1.07685,2
2015-11-09,1.07685,1.0789799999999998,1.07265,1.0743200000000002,2
2015-11-10,1.07433,1.07736,1.06742,1.07572,2
2015-11-11,1.07571,1.07802,1.07056,1.07608,2
2015-11-12,1.0761,1.08301,1.06911,1.07922,2
2015-11-13,1.07922,1.08077,1.0714,1.07707,2
2015-11-15,1.07402,1.07446,1.06871,1.07195,2
2015-11-16,1.07196,1.07579,1.0656,1.06618,0
2015-11-17,1.06618,1.06792,1.0630700000000002,1.06397,1
2015-11-18,1.06396,1.07176,1.06168,1.07122,2
2015-11-19,1.07122,1.0763,1.0667,1.0719,2
2015-11-20,1.07189,1.07283,1.06397,1.06436,0
2015-11-22,1.06377,1.0646,1.06005,1.06147,0
2015-11-23,1.06146,1.06568,1.0592700000000002,1.06291,0
2015-11-24,1.0629,1.06769,1.06195,1.06564,2
2015-11-25,1.06566,1.06892,1.0566,1.06206,0
2015-11-26,1.06207,1.06237,1.05998,1.0607,1
2015-11-27,1.06073,1.0638,1.05685,1.0590000000000002,1
2015-11-29,1.05881,1.05939,1.05704,1.05857,1
2015-11-30,1.05856,1.05968,1.05578,1.05741,1
2015-12-01,1.05744,1.0637,1.05744,1.06139,1
2015-12-02,1.06138,1.06321,1.05508,1.05923,1
2015-12-03,1.05923,1.09811,1.05223,1.09397,2
2015-12-04,1.09398,1.09505,1.08359,1.0883200000000002,1
2015-12-06,1.08725,1.08876,1.0854,1.08627,1
2015-12-07,1.08627,1.08725,1.0796,1.08454,1
2015-12-08,1.08451,1.09141,1.08404,1.09114,1
2015-12-09,1.09119,1.10425,1.09063,1.10057,2
2015-12-10,1.10057,1.10076,1.09251,1.09363,1
2015-12-11,1.09362,1.1030799999999998,1.09344,1.09886,2
2015-12-13,1.0982299999999998,1.09931,1.09541,1.09606,2
2015-12-14,1.09607,1.10486,1.09455,1.10225,2
2015-12-15,1.10224,1.10594,1.09045,1.09359,2
2015-12-16,1.09359,1.1011,1.08319,1.08502,1
2015-12-17,1.08503,1.0878,1.08027,1.08467,1
2015-12-18,1.08464,1.08744,1.0805,1.0865200000000002,1
2015-12-20,1.08531,1.08828,1.0847,1.08699,1
2015-12-21,1.0869799999999998,1.09389,1.08478,1.09206,0
2015-12-22,1.09205,1.09841,1.09021,1.09378,0
2015-12-23,1.09377,1.09421,1.08701,1.09332,2
2015-12-24,1.09332,1.09676,1.09291,1.0963,2
2015-12-27,1.09676,1.09786,1.0954700000000002,1.0975,2
2015-12-28,1.0975,1.09924,1.0955700000000002,1.09731,2
2015-12-29,1.09729,1.09915,1.08992,1.09309,2
2015-12-30,1.09311,1.09436,1.09018,1.09332,2
2015-12-31,1.09333,1.09351,1.0852700000000002,1.08545,2
2016-01-03,1.08701,1.08834,1.08272,1.0879299999999998,2
2016-01-04,1.08794,1.09464,1.07811,1.08226,2
2016-01-05,1.08227,1.08365,1.07106,1.07492,1
2016-01-06,1.07492,1.08255,1.07185,1.08234,1
2016-01-07,1.08239,1.09401,1.0771,1.08742,1
2016-01-08,1.08743,1.093,1.0803,1.09218,2
2016-01-10,1.0917,1.0969799999999998,1.0908,1.09138,2
2016-01-11,1.09135,1.0933700000000002,1.08411,1.08821,0
2016-01-12,1.08821,1.09001,1.0811,1.08278,1
2016-01-13,1.08276,1.08966,1.08048,1.08915,2
2016-01-14,1.08915,1.0943,1.08345,1.08829,2
2016-01-15,1.0883,1.09845,1.08608,1.09139,2
2016-01-17,1.09228,1.09272,1.0887,1.0896,2
2016-01-18,1.08958,1.09093,1.08687,1.08878,2
2016-01-19,1.08878,1.09549,1.08592,1.09538,2
2016-01-20,1.0953700000000002,1.09758,1.08671,1.08907,2
2016-01-21,1.08906,1.0921,1.07777,1.08342,1
2016-01-22,1.08342,1.08628,1.07891,1.07954,1
2016-01-24,1.07913,1.0817,1.07882,1.0811,1
2016-01-25,1.08111,1.0859299999999998,1.08059,1.08512,1
2016-01-26,1.08511,1.08744,1.08186,1.08601,1
2016-01-27,1.08599,1.09163,1.0852700000000002,1.08843,1
2016-01-28,1.0884200000000002,1.09675,1.08696,1.09286,2
2016-01-29,1.09286,1.09286,1.08099,1.0828,1
2016-01-31,1.08302,1.08523,1.08149,1.08479,1
2016-02-01,1.08481,1.09189,1.08409,1.09154,1
2016-02-02,1.09152,1.09398,1.08923,1.0914,1
2016-02-03,1.09141,1.11454,1.09036,1.10873,1
2016-02-04,1.10873,1.12392,1.10695,1.11956,2
2016-02-05,1.11955,1.12449,1.11088,1.11541,1
2016-02-07,1.11408,1.11497,1.11282,1.11321,1
2016-02-08,1.11321,1.12375,1.10864,1.12083,1
2016-02-09,1.12083,1.13381,1.1162299999999998,1.1294,2
2016-02-10,1.1293799999999998,1.13201,1.11602,1.12926,2
2016-02-11,1.12925,1.13765,1.12749,1.12974,2
2016-02-12,1.12975,1.13248,1.1214,1.1253,2
2016-02-14,1.12346,1.12497,1.12126,1.12219,2
2016-02-15,1.1222,1.12295,1.11278,1.11519,2
2016-02-16,1.1152,1.1193,1.11186,1.11679,2
2016-02-17,1.1168,1.11789,1.11058,1.11376,2
2016-02-18,1.11376,1.11495,1.10709,1.11259,2
2016-02-19,1.1126,1.11394,1.10667,1.11273,2
2016-02-21,1.11089,1.11244,1.11039,1.11091,2
2016-02-22,1.11092,1.11189,1.1003,1.10432,2
2016-02-23,1.10432,1.10525,1.099,1.10161,2
2016-02-24,1.10161,1.1046200000000002,1.09572,1.10316,2
2016-02-25,1.10316,1.10682,1.09866,1.10605,2
2016-02-26,1.1060299999999998,1.10665,1.09116,1.09292,1
2016-02-28,1.0912,1.09377,1.09115,1.09338,2
2016-02-29,1.09338,1.09624,1.0859299999999998,1.08816,1
2016-03-01,1.08816,1.08936,1.08341,1.08579,1
2016-03-02,1.08581,1.08758,1.08254,1.08586,1
2016-03-03,1.08588,1.09728,1.08535,1.09462,1
2016-03-04,1.0946,1.10435,1.09031,1.10028,1
2016-03-06,1.09884,1.09973,1.09837,1.0989799999999998,1
2016-03-07,1.0989799999999998,1.10285,1.094,1.10155,1
2016-03-08,1.10155,1.10579,1.09673,1.09731,1
2016-03-09,1.09732,1.10348,1.0946,1.09766,1
2016-03-10,1.09765,1.12179,1.08221,1.11676,1
2016-03-11,1.11676,1.11933,1.1080299999999998,1.11537,1
2016-03-13,1.11372,1.1175700000000002,1.11354,1.11578,1
2016-03-14,1.11579,1.11665,1.10778,1.11098,1
2016-03-15,1.11097,1.11249,1.10721,1.11009,1
2016-03-16,1.11009,1.12427,1.10578,1.1222,1
2016-03-17,1.12221,1.13425,1.12163,1.1319,2
2016-03-18,1.1319,1.13203,1.12559,1.12693,2
2016-03-20,1.12637,1.12847,1.12576,1.12723,2
2016-03-21,1.12722,1.12845,1.12295,1.1259,2
2016-03-22,1.12589,1.12601,1.11881,1.12107,1
2016-03-23,1.12108,1.12108,1.11593,1.11762,1
2016-03-24,1.11762,1.11875,1.11442,1.11596,1
2016-03-25,1.11597,1.11755,1.1156,1.11622,1
2016-03-27,1.11604,1.11661,1.1152799999999998,1.11631,1
2016-03-28,1.11631,1.122,1.11575,1.1195,1
2016-03-29,1.1195,1.1303299999999998,1.11688,1.12918,1
2016-03-30,1.12918,1.13651,1.12912,1.13146,1
2016-03-31,1.13144,1.14119,1.13101,1.13776,0
2016-04-01,1.13776,1.14378,1.13347,1.1394,0
2016-04-03,1.14,1.14126,1.13866,1.1387200000000002,0
2016-04-04,1.13873,1.14095,1.13573,1.13958,0
2016-04-05,1.13958,1.14011,1.13359,1.13668,2
2016-04-06,1.13668,1.14315,1.13267,1.13969,2
2016-04-07,1.13968,1.1453799999999998,1.13376,1.13668,2
2016-04-08,1.13668,1.14193,1.13489,1.13919,2
2016-04-10,1.1413,1.14258,1.13951,1.14116,2
2016-04-11,1.1412,1.1447200000000002,1.13721,1.1405299999999998,2
2016-04-12,1.14052,1.14648,1.13458,1.13696,2
2016-04-13,1.13694,1.13713,1.12539,1.1266,1
2016-04-14,1.12658,1.12946,1.12337,1.12619,1
2016-04-15,1.12618,1.1317,1.12458,1.12834,1
2016-04-17,1.13008,1.1307,1.12763,1.12834,1
2016-04-18,1.12839,1.1332,1.12736,1.13229,2
2016-04-19,1.13227,1.13845,1.1315,1.13628,2
2016-04-20,1.13627,1.13877,1.12869,1.12956,0
2016-04-21,1.12954,1.1398700000000002,1.12696,1.13009,1
2016-04-22,1.1301,1.13052,1.1217700000000002,1.1217700000000002,1
2016-04-24,1.1217700000000002,1.12469,1.1217700000000002,1.12441,1
2016-04-25,1.12442,1.12781,1.1231,1.12698,1
2016-04-26,1.12696,1.13397,1.12562,1.13045,1
2016-04-27,1.13044,1.13611,1.12714,1.1328,1
2016-04-28,1.13281,1.13889,1.13104,1.13838,1
2016-04-29,1.13841,1.14593,1.13698,1.14509,1
2016-05-01,1.14596,1.14814,1.14528,1.14669,1
2016-05-02,1.14668,1.15417,1.14481,1.15316,2
2016-05-03,1.15316,1.1616,1.14766,1.14803,2
2016-05-04,1.14804,1.1529200000000002,1.14664,1.14879,2
2016-05-05,1.1488,1.14936,1.1386,1.14021,2
2016-05-06,1.14022,1.1478700000000002,1.13866,1.14034,2
2016-05-08,1.13959,1.14049,1.138,1.14016,2
2016-05-09,1.14016,1.1419700000000002,1.13707,1.13793,0
2016-05-10,1.13792,1.14097,1.13586,1.13837,2
2016-05-11,1.13837,1.14465,1.13797,1.14224,2
2016-05-12,1.14222,1.14274,1.13666,1.13742,2
2016-05-13,1.13743,1.13765,1.12829,1.13081,2
2016-05-15,1.13114,1.13196,1.13019,1.13068,2
2016-05-16,1.13069,1.13422,1.13063,1.1318,2
2016-05-17,1.1318,1.1348200000000002,1.1284299999999998,1.1287,2
2016-05-18,1.12871,1.12927,1.12142,1.12217,0
2016-05-19,1.12217,1.12298,1.11799,1.1206200000000002,0
2016-05-20,1.12069,1.1237,1.12004,1.12226,2
2016-05-22,1.1206,1.12428,1.1206,1.12361,2
2016-05-23,1.12362,1.12392,1.11875,1.12068,2
2016-05-24,1.12069,1.12268,1.11325,1.11563,0
2016-05-25,1.11563,1.11866,1.11288,1.11811,0
2016-05-26,1.11812,1.12166,1.1159,1.11884,1
2016-05-27,1.11883,1.12006,1.11103,1.1110799999999998,1
2016-05-29,1.11127,1.11155,1.10977,1.11036,1
2016-05-30,1.11036,1.11545,1.11005,1.11506,1
2016-05-31,1.11504,1.11733,1.11141,1.11237,1
2016-06-01,1.11234,1.12136,1.11162,1.12087,1
2016-06-02,1.12089,1.12202,1.11421,1.11562,1
2016-06-03,1.11562,1.13737,1.1136700000000002,1.13664,2
2016-06-05,1.1353799999999998,1.13722,1.13366,1.13396,2
2016-06-06,1.13396,1.13925,1.13257,1.13553,2
2016-06-07,1.13553,1.13803,1.13388,1.13648,2
2016-06-08,1.13648,1.14155,1.13612,1.1403299999999998,2
2016-06-09,1.14034,1.14068,1.1292,1.12986,2
2016-06-10,1.12986,1.13213,1.12453,1.12486,2
2016-06-12,1.12488,1.12553,1.12321,1.12524,2
2016-06-13,1.12526,1.13028,1.12375,1.12935,2
2016-06-14,1.12934,1.12947,1.11889,1.12085,1
2016-06-15,1.12085,1.12985,1.1198,1.12639,2
2016-06-16,1.12639,1.1294799999999998,1.1130799999999998,1.12582,1
2016-06-17,1.12582,1.12962,1.12227,1.12744,1
2016-06-19,1.13291,1.13779,1.13084,1.13741,2
2016-06-20,1.1374,1.13826,1.13021,1.13295,2
2016-06-21,1.13296,1.13494,1.12366,1.12679,2
2016-06-22,1.12675,1.135,1.12536,1.1345,2
2016-06-23,1.13451,1.14283,1.09116,1.09716,1
2016-06-24,1.0974,1.1189,1.09351,1.11162,2
2016-06-26,1.1007,1.10752,1.09841,1.10287,1
2016-06-27,1.10289,1.10835,1.09706,1.10564,1
2016-06-28,1.10565,1.11116,1.1034700000000002,1.10671,1
2016-06-29,1.1067,1.11305,1.10516,1.11031,0
2016-06-30,1.11032,1.11542,1.10243,1.10903,0
2016-07-01,1.10902,1.11694,1.10719,1.11338,2
2016-07-03,1.11312,1.11443,1.11249,1.11376,2
2016-07-04,1.11376,1.11594,1.10977,1.11326,2
2016-07-05,1.11326,1.11851,1.1036,1.1051799999999998,0
2016-07-06,1.10519,1.11116,1.1029,1.10961,0
2016-07-07,1.10962,1.1107,1.10523,1.1081299999999998,0
2016-07-08,1.10815,1.11202,1.10019,1.1051799999999998,1
2016-07-10,1.10475,1.10555,1.10338,1.1054,1
2016-07-11,1.10541,1.10909,1.1015700000000002,1.10774,0
2016-07-12,1.10774,1.11258,1.10533,1.10616,0
2016-07-13,1.10618,1.11198,1.10417,1.11046,2
2016-07-14,1.11048,1.11647,1.10885,1.11305,2
2016-07-15,1.11305,1.11488,1.10241,1.10279,0
2016-07-17,1.10469,1.10712,1.10445,1.1064,2
2016-07-18,1.10641,1.10841,1.10374,1.10781,2
2016-07-19,1.10782,1.10783,1.09973,1.10113,0
2016-07-20,1.10114,1.10439,1.09814,1.10362,0
2016-07-21,1.10362,1.10595,1.09795,1.10241,1
2016-07-22,1.1024200000000002,1.10408,1.09555,1.09729,1
2016-07-24,1.09725,1.09752,1.09519,1.09721,1
2016-07-25,1.09719,1.09987,1.09607,1.09875,1
2016-07-26,1.09874,1.10296,1.09781,1.09979,1
2016-07-27,1.09982,1.1076700000000002,1.09611,1.1072799999999998,1
2016-07-28,1.1072799999999998,1.11193,1.10638,1.10906,1
2016-07-29,1.10905,1.11972,1.10739,1.11737,2
2016-07-31,1.11725,1.11832,1.11655,1.11782,2
2016-08-01,1.11781,1.11812,1.1155,1.1172,2
2016-08-02,1.1171799999999998,1.12337,1.11705,1.12124,2
2016-08-03,1.12126,1.1217,1.11353,1.11445,0
2016-08-04,1.11444,1.11486,1.11139,1.11343,0
2016-08-05,1.11342,1.11612,1.10458,1.1085,1
2016-08-07,1.10785,1.11037,1.10785,1.1103,1
2016-08-08,1.11031,1.11049,1.10704,1.10851,1
2016-08-09,1.10851,1.1156,1.10709,1.11501,1
2016-08-10,1.11503,1.1191799999999998,1.11386,1.11684,1
2016-08-11,1.11686,1.1182,1.11312,1.11405,1
2016-08-12,1.11402,1.12212,1.11346,1.1161,1
2016-08-14,1.11673,1.11682,1.11533,1.11582,1
2016-08-15,1.11582,1.12036,1.11564,1.11952,1
2016-08-16,1.11953,1.13224,1.11922,1.12734,0
2016-08-17,1.12734,1.13285,1.12405,1.13124,0
2016-08-18,1.13122,1.13662,1.13014,1.13331,2
2016-08-19,1.1333,1.13486,1.1304,1.13228,2
2016-08-21,1.13071,1.13225,1.12709,1.12766,2
2016-08-22,1.1276700000000002,1.13369,1.1272,1.13296,2
2016-08-23,1.13297,1.1355,1.12933,1.13001,2
2016-08-24,1.13,1.13054,1.12451,1.12704,2
2016-08-25,1.12703,1.12973,1.12651,1.129,2
2016-08-26,1.12903,1.13409,1.11806,1.1195,0
2016-08-28,1.1177700000000002,1.12045,1.11773,1.12005,0
2016-08-29,1.12004,1.12076,1.11579,1.11724,0
2016-08-30,1.11724,1.11771,1.1132,1.11544,1
2016-08-31,1.11544,1.11658,1.1123,1.11555,1
2016-09-01,1.11556,1.1205,1.11276,1.12014,1
2016-09-02,1.12014,1.12521,1.11502,1.1153,1
2016-09-04,1.11559,1.1169,1.11526,1.11665,1
2016-09-05,1.11664,1.11821,1.11391,1.11544,1
2016-09-06,1.11543,1.1263,1.11449,1.12511,0
2016-09-07,1.12513,1.12712,1.12287,1.12499,0
2016-09-08,1.125,1.13269,1.12406,1.12751,2
2016-09-09,1.12751,1.1285,1.11984,1.123,0
2016-09-11,1.12344,1.12505,1.1229,1.12421,0
2016-09-12,1.12421,1.12679,1.12102,1.12334,0
2016-09-13,1.12331,1.12602,1.12037,1.12249,0
2016-09-14,1.12247,1.12739,1.12141,1.1243299999999998,2
2016-09-15,1.12437,1.12837,1.12189,1.12412,2
2016-09-16,1.12411,1.12429,1.11494,1.11543,0
2016-09-18,1.11502,1.11725,1.11502,1.11671,1
2016-09-19,1.1167200000000002,1.11978,1.11506,1.11698,1
2016-09-20,1.117,1.12132,1.1146,1.11495,1
2016-09-21,1.11497,1.12016,1.11229,1.1193799999999998,0
2016-09-22,1.1193799999999998,1.12572,1.11919,1.1197700000000002,0
2016-09-23,1.1197700000000002,1.12403,1.11953,1.12235,0
2016-09-25,1.12274,1.12415,1.1224,1.12293,0
2016-09-26,1.12293,1.1279,1.12211,1.1243299999999998,2
2016-09-27,1.1243299999999998,1.12586,1.1191,1.12116,0
2016-09-28,1.12115,1.12369,1.11817,1.1233,2
2016-09-29,1.1233,1.12496,1.1196700000000002,1.12169,2
2016-09-30,1.1217,1.12506,1.11532,1.1238,2
2016-10-02,1.12283,1.12432,1.12265,1.1233799999999998,2
2016-10-03,1.12337,1.12415,1.11974,1.11992,2
2016-10-04,1.1199,1.12388,1.1138,1.12215,2
2016-10-05,1.12217,1.12332,1.11896,1.12007,2
2016-10-06,1.1201,1.12092,1.111,1.11124,2
2016-10-07,1.11124,1.1205,1.11042,1.1199,2
2016-10-09,1.11772,1.12027,1.11772,1.11933,2
2016-10-10,1.11933,1.11951,1.11196,1.11316,2
2016-10-11,1.11315,1.11373,1.10412,1.10503,0
2016-10-12,1.10505,1.1061,1.10014,1.10229,2
2016-10-13,1.10228,1.10582,1.0985200000000002,1.1031,2
2016-10-14,1.1031,1.10321,1.09687,1.09688,2
2016-10-16,1.09665,1.09837,1.09637,1.09833,2
2016-10-17,1.09831,1.10261,1.0971799999999998,1.10204,2
2016-10-18,1.10204,1.10241,1.097,1.099,2
2016-10-19,1.09902,1.10047,1.09549,1.09705,2
2016-10-20,1.09709,1.10393,1.0896,1.0904200000000002,0
2016-10-21,1.09044,1.0912,1.0859299999999998,1.08822,1
2016-10-23,1.08794,1.08843,1.08595,1.08679,1
2016-10-24,1.08678,1.08995,1.08643,1.08794,1
2016-10-25,1.08792,1.09049,1.08509,1.08894,1
2016-10-26,1.08893,1.09468,1.08841,1.08999,1
2016-10-27,1.09001,1.09421,1.08826,1.0908,1
2016-10-28,1.0908,1.09916,1.08994,1.09853,1
2016-10-30,1.09892,1.09909,1.0961,1.09685,1
2016-10-31,1.09685,1.09825,1.09359,1.0961,1
2016-11-01,1.0961,1.1069,1.0961,1.10671,0
2016-11-02,1.10671,1.11257,1.1062,1.11162,2
2016-11-03,1.11162,1.11258,1.10596,1.1094700000000002,2
2016-11-04,1.10949,1.11412,1.10798,1.11378,2
2016-11-06,1.10582,1.11103,1.10582,1.10731,2
2016-11-07,1.10733,1.10749,1.10275,1.10418,2
2016-11-08,1.10418,1.12826,1.09894,1.12745,2
2016-11-09,1.12748,1.12991,1.09068,1.09254,2
2016-11-10,1.09258,1.09476,1.08648,1.09054,2
2016-11-11,1.09059,1.09194,1.08302,1.08562,2
2016-11-13,1.08378,1.08396,1.07726,1.07975,2
2016-11-14,1.07974,1.08062,1.0709,1.07486,2
2016-11-15,1.07486,1.08164,1.0714,1.0741,2
2016-11-16,1.07409,1.07565,1.06661,1.06976,2
2016-11-17,1.06978,1.07454,1.05816,1.06067,0
2016-11-18,1.06067,1.0643,1.05689,1.0586799999999998,0
2016-11-20,1.05911,1.06134,1.05784,1.0595,0
2016-11-21,1.05952,1.06494,1.05896,1.06281,2
2016-11-22,1.06281,1.06578,1.05834,1.06259,2
2016-11-23,1.0626,1.06435,1.0525,1.05434,1
2016-11-24,1.05433,1.05851,1.0518,1.05704,1
2016-11-25,1.05704,1.06273,1.0567799999999998,1.05904,0
2016-11-27,1.06083,1.06854,1.05943,1.0658299999999998,2
2016-11-28,1.06581,1.06694,1.05635,1.06005,1
2016-11-29,1.06005,1.06602,1.0565,1.06333,2
2016-11-30,1.06333,1.06665,1.0552700000000002,1.0602200000000002,1
2016-12-01,1.06025,1.0689799999999998,1.05844,1.06788,2
2016-12-02,1.06786,1.06885,1.06251,1.06602,2
2016-12-04,1.06633,1.06633,1.05045,1.05512,1
2016-12-05,1.05518,1.07961,1.0551,1.07554,2
2016-12-06,1.07553,1.07853,1.06982,1.07223,2
2016-12-07,1.07223,1.07845,1.0709799999999998,1.07735,2
2016-12-08,1.07735,1.08732,1.05889,1.06072,2
2016-12-09,1.06073,1.06298,1.05309,1.05589,1
2016-12-11,1.05294,1.05681,1.05251,1.05551,1
2016-12-12,1.0555,1.06516,1.05534,1.06338,2
2016-12-13,1.06339,1.0667,1.06037,1.0636,2
2016-12-14,1.06358,1.06699,1.04683,1.05124,2
2016-12-15,1.05127,1.05139,1.03664,1.04291,0
2016-12-16,1.04291,1.04739,1.04007,1.04485,0
2016-12-18,1.04389,1.0469,1.04368,1.0461,2
2016-12-19,1.04609,1.04793,1.03925,1.04021,0
2016-12-20,1.04022,1.04191,1.03522,1.04124,0
2016-12-21,1.04123,1.0451,1.03883,1.04372,1
2016-12-22,1.04377,1.04993,1.04292,1.04486,1
2016-12-23,1.04484,1.04685,1.04263,1.0452,1
2016-12-25,1.04551,1.04625,1.04426,1.04589,1
2016-12-26,1.0459,1.04675,1.04322,1.04407,1
2016-12-27,1.04409,1.04748,1.04382,1.047,1
2016-12-28,1.04703,1.04797,1.03719,1.0455,1
2016-12-29,1.04549,1.06534,1.04426,1.05291,2
2016-12-30,1.0529,1.05914,1.05056,1.05224,2
2017-01-02,1.05155,1.0523,1.04496,1.04882,2
2017-01-03,1.04882,1.0490000000000002,1.03406,1.04025,1
2017-01-04,1.04024,1.05404,1.03991,1.05261,1
2017-01-05,1.05261,1.06151,1.04824,1.05803,2
2017-01-06,1.0580200000000002,1.06214,1.05249,1.05306,1
2017-01-08,1.05284,1.05444,1.05221,1.05263,1
2017-01-09,1.05263,1.0627,1.05108,1.0607799999999998,2
2017-01-10,1.06082,1.06202,1.0536,1.05503,1
2017-01-11,1.05502,1.06228,1.04537,1.05996,1
2017-01-12,1.05996,1.06847,1.05948,1.06172,0
2017-01-13,1.06171,1.06765,1.05962,1.06425,1
2017-01-15,1.06047,1.06358,1.06047,1.0615,1
2017-01-16,1.06145,1.0643200000000002,1.05793,1.06399,1
2017-01-17,1.06402,1.07197,1.064,1.06976,2
2017-01-18,1.06977,1.07045,1.06219,1.06406,1
2017-01-19,1.06405,1.06934,1.05892,1.06801,0
2017-01-20,1.068,1.07094,1.0625,1.06988,0
2017-01-22,1.07004,1.07497,1.06935,1.0737,2
2017-01-23,1.07369,1.0773,1.0706,1.07511,2
2017-01-24,1.07511,1.07747,1.0720299999999998,1.07306,2
2017-01-25,1.07306,1.07697,1.07112,1.07566,2
2017-01-26,1.07568,1.07605,1.06576,1.06743,1
2017-01-27,1.06742,1.07249,1.06581,1.06963,1
2017-01-29,1.07204,1.07402,1.0708,1.07293,2
2017-01-30,1.07293,1.07318,1.06201,1.06961,1
2017-01-31,1.06962,1.08121,1.06848,1.07905,2
2017-02-01,1.07907,1.08073,1.07316,1.07841,2
2017-02-02,1.07841,1.08287,1.07451,1.07575,2
2017-02-03,1.07576,1.07976,1.07069,1.07825,2
2017-02-05,1.07869,1.07912,1.0773700000000002,1.07756,2
2017-02-06,1.07755,1.0778299999999998,1.07043,1.07095,2
2017-02-07,1.07096,1.0713700000000002,1.0656,1.0677299999999998,2
2017-02-08,1.0677299999999998,1.0713700000000002,1.06406,1.06876,2
2017-02-09,1.06876,1.07095,1.06499,1.06619,2
2017-02-10,1.06619,1.06635,1.06076,1.06386,2
2017-02-12,1.06263,1.06368,1.06119,1.06225,0
2017-02-13,1.06224,1.06582,1.05911,1.0610700000000002,0
2017-02-14,1.06108,1.06333,1.05607,1.05761,0
2017-02-15,1.0576299999999998,1.06234,1.05213,1.06152,2
2017-02-16,1.06151,1.06792,1.05998,1.06745,2
2017-02-17,1.06745,1.06754,1.06051,1.0612700000000002,2
2017-02-19,1.06056,1.06328,1.06031,1.0618299999999998,2
2017-02-20,1.0618299999999998,1.06298,1.0577,1.0581,0
2017-02-21,1.05814,1.05891,1.05256,1.05451,0
2017-02-22,1.0545,1.05739,1.04937,1.0562200000000002,0
2017-02-23,1.0562,1.05951,1.05375,1.05807,0
2017-02-24,1.05809,1.06177,1.0556299999999998,1.05611,0
2017-02-26,1.05609,1.0575,1.05513,1.05662,0
2017-02-27,1.0566,1.06305,1.05631,1.05883,0
2017-02-28,1.05884,1.063,1.0550700000000002,1.05524,0
2017-03-01,1.05522,1.05716,1.05141,1.05325,1
2017-03-02,1.05324,1.05455,1.04949,1.05198,1
2017-03-03,1.05199,1.06238,1.05106,1.06205,0
2017-03-05,1.06067,1.0621200000000002,1.05998,1.06004,1
2017-03-06,1.06005,1.06398,1.0572700000000002,1.05813,1
2017-03-07,1.05811,1.06025,1.05581,1.05611,1
2017-03-08,1.05611,1.05728,1.05287,1.05309,1
2017-03-09,1.05308,1.06149,1.0525,1.05968,1
2017-03-10,1.05966,1.06992,1.05879,1.06731,1
2017-03-12,1.06759,1.07005,1.06755,1.06971,0
2017-03-13,1.06972,1.07142,1.06448,1.06538,1
2017-03-14,1.06539,1.06625,1.06,1.06151,1
2017-03-15,1.06149,1.07461,1.06072,1.07211,0
2017-03-16,1.07213,1.07744,1.07056,1.07726,0
2017-03-17,1.07726,1.07824,1.07274,1.07374,1
2017-03-19,1.07314,1.07627,1.07314,1.07598,1
2017-03-20,1.07596,1.07773,1.0719,1.07554,1
2017-03-21,1.07556,1.08191,1.07544,1.07936,1
2017-03-22,1.07935,1.08247,1.07758,1.07891,1
2017-03-23,1.07889,1.08048,1.07601,1.07682,1
2017-03-24,1.07682,1.08178,1.07609,1.0798,1
2017-03-26,1.0836,1.08496,1.08269,1.0846,2
2017-03-27,1.08462,1.09061,1.08423,1.08622,2
2017-03-28,1.08623,1.08725,1.0799,1.08158,2
2017-03-29,1.0816,1.08164,1.07397,1.07514,2
2017-03-30,1.07516,1.0767799999999998,1.0671700000000002,1.06756,0
2017-03-31,1.06758,1.07016,1.065,1.06522,0
2017-04-02,1.06611,1.0681,1.06584,1.06787,2
2017-04-03,1.06788,1.06808,1.06421,1.06681,0
2017-04-04,1.06681,1.06851,1.06356,1.0677299999999998,2
2017-04-05,1.06774,1.06889,1.06349,1.06753,2
2017-04-06,1.06753,1.06804,1.06289,1.06428,0
2017-04-07,1.06429,1.06662,1.05805,1.05821,0
2017-04-09,1.05855,1.05884,1.05701,1.05819,0
2017-04-10,1.05818,1.06066,1.05697,1.05839,1
2017-04-11,1.05841,1.063,1.05785,1.06018,1
2017-04-12,1.06017,1.0677,1.05887,1.06718,1
2017-04-13,1.06716,1.06776,1.0609,1.06129,1
2017-04-14,1.06128,1.06294,1.06055,1.06104,1
2017-04-16,1.06149,1.0626,1.06024,1.06177,1
2017-04-17,1.06176,1.06705,1.0615,1.06471,1
2017-04-18,1.06471,1.07358,1.06411,1.07197,1
2017-04-19,1.07196,1.07367,1.07,1.07202,1
2017-04-20,1.07202,1.07773,1.07068,1.07167,1
